Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
4389456602774,"this course provides a historical and philosophical overview of the american criminal justice system , including the nature , extent , and impact of crime ; criminal law ; and justice agencies and processes .","describe the history and philosophy of the american criminal justice system . explain the nature and extent of crime in [ADDRESS] . analyze the impact and consequences of crime . evaluate the development , concepts , and functions of law in the criminal justice system . describe the structure of contemporary federal , state , and local justice agencies and processes . communication : express ideas through effective written , oral , and visual communication . critical thinking : consider different points of view and exhibit habits of mind characterized by the comprehensive exploration of issues , ideas , artifacts , and events before accepting or formulating an opinion or conclusion . empirical and quantitative skills : apply scientific and mathematical concepts to analyze and solve problems . personal responsibility : connect choices , actions , and consequences to ethical decision - making . social responsibility : consider different points of view and demonstrate intercultural competency , civic knowledge , and the ability to engage effectively in regional , national , and global communities . teamwork : work effectively with others to support a shared purpose or goal , remaining open to different points of view .",Communication,3,"['written expression', 'oral communication', 'visual aids']","['present information', 'articulate ideas', 'convey findings.']",ESCO.1170,0.8632117258438406
10557029632797,"managers and human resources management professionals must be able to understand financial information contained in financial statements and reports . line managers must be able to understand financial information contained in financial statements and reports in order to evaluate their unit 's financial performance , to communicate clearly with other managers , and to apply financial information when making decisions . human resources management professionals must understand financial statements and principles if they are to effectively assist line managers and be strategic partners with other business functions . this course will focus on the interpretation and use of basic financial information by non - financial managers , not on the production of financial statements and reports .","students have a basic familiarity with the field of finance and an understanding of the financial goal of a business , and they have an appreciation for the ethical considerations inherent in financial management . students can explain the broad structure of the financial field , how the finance department functions in a typical organization and they can define the financial goal of all business firms , differentiating between wealth and profit maximization . students can give illustrations of the ethical issues that arise in connection with financial management and they can explain how the principles in this course apply to non - profit entities as well as profit seeking firms . students can explain basic accounting principles , are able to read and interpret the firm ’s basic financial statements , and can use financial ratios to assess a firm ’s health and performance . students can explain the fundamental principles upon which accounting is based , can interpret the various accounts on income statements , balance sheets , and cash flow statements , and can evaluate the health and performance of a firm using ratio analysis . students can prepare a budget and understand its use in financial decision making . students can prepare an operating budget for a typical department in a firm . students can explain the time value of money concept and how it is used in decision making . students can explain why the time value of money concept is important in business and can solve simple time value of money problems , including solving for a rate of return . students can evaluate business proposals using capital budgeting decision rules such as payback , break - even analysis , npv , and irr . students are able to calculate payback periods , read a break - even chart , and apply the npv and irr criteria to evaluate the merits of a project .",Communication,2,"['Business communication', 'Financial terminology', 'Active listening']","['Explain financial information', 'Present financial data', 'Collaborate with stakeholders.']",ESCO.1170,0.8632117258438406
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Physiology,4,"['Physiological processes', 'Homeostasis mechanisms', 'Systems interaction']","['Analyze function', 'Explain regulation', 'Describe responses.']",ESCO.11957,0.8802167137595365
2413771625545,"anatomy and physiology ii is the second part of a two - course sequence . it is a study of the structure and function of the human body including the following systems : endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . emphasis is on interrelationships among systems and regulation of physiological functions involved in maintaining homeostasis . lab : the lab provides a hands - on learning experience for exploration of human system components and basic physiology . systems to be studied include endocrine , cardiovascular , immune , lymphatic , respiratory , digestive ( including nutrition ) , urinary ( including fluid and electrolyte balance ) , and reproductive ( including human development and genetics ) . lab required .","use anatomical terminology to identify and describe locations of major organs of each system covered . explain interrelationships among molecular , cellular , tissue , and organ functions in each system . describe the interdependency and interactions of the systems . explain contributions of organs and systems to the maintenance of homeostasis . identify causes and effects of homeostatic imbalances . describe modern technology and tools used to study anatomy and physiology . apply appropriate safety and ethical standards . locate and identify anatomical structures . appropriately utilize laboratory equipment , such as microscopes , dissection tools , general lab ware , physiology data acquisition systems , and virtual simulations . work collaboratively to perform experiments . demonstrate the steps involved in the scientific method . communicate results of scientific investigations , analyze data and formulate conclusions . use critical thinking and scientific problem - solving skills , including , but not limited to , inferring , integrating , synthesizing , and summarizing , to make decisions , recommendations , and predictions . apply scientific reasoning to investigate questions and utilize scientific tools such as microscopes and laboratory equipment to collect and analyze data . identify and describe the major gross anatomy and microscopic components . analyze and explain the functional roles of the following : endocrine system , circulatory system , lymphatic and immune systems , respiratory system , digestive system , urinary system , fluid / electrolyte and acid / base ( ph ) balances , reproductive system , development and inheritance . integrate the overall homeostatic mechanisms of these body systems .",Communication,3,"['Scientific writing', 'Presentation skills', 'Active listening']","['Explain concepts', 'Discuss findings', 'Collaborate effectively.']",ESCO.1170,0.8632117258438406
3367254374102,"generalist practice “ in context ” is the core of the learning in the social work 300 theme course . the social work 301 integrated study is designed to encourage the contextualizing of social work practice . it hinges upon the idea that everything social workers do in relationship is dependent upon the contextual practice in which the relationship unfolds . there are multiple ways of knowing and coming to know , eurocentric ways of knowing being only one of these . this portfolio is premised on the importance of exploring context and expanding perspective to recognize and include the uniqueness of different contexts . as [ NAME ] [ NAME ] , in reclaiming indigenous voice and vision ( 2000 ) states : “ the more people become aware of the conditionality of a context , the more likely they are to be able to effect meaningful change to that context ” . a contextual practice model affirms the need for social workers to expand their vision of both what can be done and how it is to be done . the themes in this course provide students with the opportunity to articulate a contextualized practice model , recognizing interconnection and interdependence between different ways of knowing and honouring of different cultural , geographical , and ethical contexts .","demonstrate self - reflection as it relates to engaging in professional practice through a comprehensive understanding and consciousness of the complex nature of a student ’s own identities . articulate professional identities as practitioners whose professional goal is to facilitate collective welfare and well - being . demonstrate critical awareness of how geographical , cultural , and linguistic contexts influence professional social work identity . integrate professional use of self in generalist social work practice . apply skills to monitor and evaluate their own behaviors in relation to the relevant codes of ethics and standards of practice . expand and further elaborate on their own contextualized model of generalist practice .",Communication,4,"['active listening', 'verbal/nonverbal cues', 'interpersonal skills']","['build rapport', 'convey information effectively', 'negotiate solutions.']",ESCO.1170,0.8632117258438406
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Fraction Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']",ESCO.2490,0.8519903424233016
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Fraction Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']",ESCO.2647,0.860425612736985
1803886268353,"a study of the fundamental operations of whole numbers , integers , fractions , and decimals , including an introduction to percents .","communication skills . critical thinking . social responsibility . add , subtract , multiply and divide whole numbers through the order of operations including application problems . add , subtract , multiply and divide integers through the order of operations including application problems . add , subtract , multiply and divide fractions and mixed numbers through the order of operations including application problems . add , subtract , multiply and divide decimals through the order of operations including application problems . convert between fractions , decimals and percentages .",Fraction Operations,3,"['number systems', 'arithmetic rules', 'problem solving']","['addition', 'subtraction', 'multiplication', 'division.']",ESCO.10325,0.8557509247638939
12816182438199,"english 1301    is    a study of the principles of composition with emphasis on language , the mechanics of writing , the types of discourse , and research and documentation .","identify rhetorical purposes and methods of organization appropriate to topic , thesis , and audience . collect , read , analyze , and use information from a wide range of sources . evaluate , edit , and revise at all stages of the writing process .",Communication,3,"['audience awareness', 'clarity of expression', 'conciseness']","['convey ideas', 'adapt writing style', 'engage readers.']",ESCO.1170,0.8632117258438406
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Arabic fluency,4,"['Arabic grammar', 'syntax', 'morphology']","['Conversational skills', 'text production', 'comprehension.']",ESCO.2845,0.8581807526022521
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Morphology,4,"['Word formation', 'derivational rules', 'linguistic analysis']","['Word derivation', 'lexical analysis', 'vocabulary expansion.']",ESCO.13413,0.924421662263382
2293512548519,"after studying the principles of morphological derivation which makes the students able to structure their understanding of the vocabulary production system , the course focuses on producing small texts expressing the students ’ opinion and description of the material seen during the sessions . ab 530 gives the opportunity to go beyond simple contact and to interact in arabic within the fields covered by the different documents . the field covered by the didactic documents broadens out to short authentic texts , short articles and literary production , as well as authentic documents such as letters , cards , advertisings , announcements … .",deal with details of arabic grammar ( both syntax and morphology / derivation system ) . practice current conversations on learning and everyday life topics . produce detailed narrated or argumentative texts which re - use the grammar and lexicon material seen during sessions .,Language learning,3,"['Learning strategies', 'language acquisition', 'communicative skills']","['Self-directed learning', 'communicative practice', 'applying learned grammar.']",ESCO.10301,0.850185202756685
15977278359777,this course is designed to give students a current concept of physical education and recreation by developing body skills while engaging in various anaerobic and aerobic activities .,demonstrate and engage appropriate body mechanics . identify proper equipment and facility usage . demonstrate and apply proper safety techniques . explain benefits of physical activity .,Communication,2,"['verbal & nonverbal cues', 'active listening', 'interpersonal skills']","['explain concepts', 'demonstrate skills', 'collaborate with others']",ESCO.1170,0.8632117258438406
4604204952708,"[ NAME ] [ NAME ] is a required course in the bs program in mme . the course serves as an introduction to process variables , stoichiometry , materials balance , first law of thermodynamics , and energy balance applied to materials system .",students will be able to apply the principles of conservation of mass and energy to materials systems .,Thermodynamics,3,"['energy transfer', 'enthalpy', 'entropy']","['process simulation', 'heat transfer analysis', 'efficiency evaluation.']",ESCO.7334,0.9264445456428443
13245679162263,"to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .","to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .",Microbiology,3,"['microbial diversity', 'microbial ecology', 'microbial genetics']","['microbial identification', 'culturing microorganisms', 'basic lab techniques.']",ESCO.4801,0.8850299632640214
13245679162263,"to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .","to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .",Microbiology,3,"['microbial diversity', 'microbial ecology', 'microbial genetics']","['microbial identification', 'culturing microorganisms', 'basic lab techniques.']",ESCO.5503,0.8715720104811628
13245679162263,"to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .","to familiarize students with the development of general microbiology and the basic characteristics of microorganisms , their ecology and significance for human bean , for the cycles of elements in nature , for growing plants ( especially in horticulture ) and their use in biotechnology .",Communication,3,"['scientific writing', 'presentation skills', 'audience awareness']","['explaining complex concepts', 'conveying experimental results', 'participating in group discussions.']",ESCO.1170,0.8632117258438406
6923487281881,"a hands - on study of human nutrition . the goal is to use an experimental approach to questions in nutrition science . laboratory exercises emphasize critical thinking in the analysis of quantitative data derived from investigations into various areas of nutrition science including energy balance , macro and micronutrients , food guidelines , and food safety .","formulate questions and predictions about cause - and - effect relationships in nutrition science . conduct experiments in various areas of nutrition science including energy balance , macro and micronutrients , dietary guidelines , and food safety to address hypotheses in nutritional science . use technology to collect data , critically analyze data , and present data graphically interpret quantitative and qualitative information that clearly follows from available data and evidence . synthesize knowledge and information from a variety of credible sources to interpret and corroborate experimental findings . apply the principles of scientific investigation to draw conclusions about interconnected systems in the natural world . develop and test hypotheses . distinguish between causal and correlational relationships . explain the significance of objective measurements and data quantification in scientific investigations . critique experimental design and data collection protocols . use the scientific approaches and quantitative reasoning to weigh evidence and make informed decisions about health , safety , society , technology , and the environment . communicate scientific information effectively in multimedia presentations , including charts , graphs , and diagrams .",Data Analysis,3,"['statistical methods', 'data interpretation', 'visualization techniques']","['collect data', 'analyze trends', 'draw conclusions.']",ESCO.3226,0.907012446604044
6923487281881,"a hands - on study of human nutrition . the goal is to use an experimental approach to questions in nutrition science . laboratory exercises emphasize critical thinking in the analysis of quantitative data derived from investigations into various areas of nutrition science including energy balance , macro and micronutrients , food guidelines , and food safety .","formulate questions and predictions about cause - and - effect relationships in nutrition science . conduct experiments in various areas of nutrition science including energy balance , macro and micronutrients , dietary guidelines , and food safety to address hypotheses in nutritional science . use technology to collect data , critically analyze data , and present data graphically interpret quantitative and qualitative information that clearly follows from available data and evidence . synthesize knowledge and information from a variety of credible sources to interpret and corroborate experimental findings . apply the principles of scientific investigation to draw conclusions about interconnected systems in the natural world . develop and test hypotheses . distinguish between causal and correlational relationships . explain the significance of objective measurements and data quantification in scientific investigations . critique experimental design and data collection protocols . use the scientific approaches and quantitative reasoning to weigh evidence and make informed decisions about health , safety , society , technology , and the environment . communicate scientific information effectively in multimedia presentations , including charts , graphs , and diagrams .",Data Analysis,3,"['statistical methods', 'data interpretation', 'visualization techniques']","['collect data', 'analyze trends', 'draw conclusions.']",ESCO.3637,0.9254210007226864
6923487281881,"a hands - on study of human nutrition . the goal is to use an experimental approach to questions in nutrition science . laboratory exercises emphasize critical thinking in the analysis of quantitative data derived from investigations into various areas of nutrition science including energy balance , macro and micronutrients , food guidelines , and food safety .","formulate questions and predictions about cause - and - effect relationships in nutrition science . conduct experiments in various areas of nutrition science including energy balance , macro and micronutrients , dietary guidelines , and food safety to address hypotheses in nutritional science . use technology to collect data , critically analyze data , and present data graphically interpret quantitative and qualitative information that clearly follows from available data and evidence . synthesize knowledge and information from a variety of credible sources to interpret and corroborate experimental findings . apply the principles of scientific investigation to draw conclusions about interconnected systems in the natural world . develop and test hypotheses . distinguish between causal and correlational relationships . explain the significance of objective measurements and data quantification in scientific investigations . critique experimental design and data collection protocols . use the scientific approaches and quantitative reasoning to weigh evidence and make informed decisions about health , safety , society , technology , and the environment . communicate scientific information effectively in multimedia presentations , including charts , graphs , and diagrams .",Data Analysis,3,"['statistical methods', 'data interpretation', 'visualization techniques']","['collect data', 'analyze trends', 'draw conclusions.']",ESCO.12451,0.878006624592814
5952824680548,discusses personal and professional ethics within the lens of the field of interpreting . introduces self - awareness and cultural intelligence as a foundation for ethical decision making .,apply self - assessment strategies to identify underlying personal and cultural beliefs that influence decisions . examine conflicts and apply conflict resolution strategies . discuss growth mindset and its impact on professional development . apply ethical decision making strategies to given case studies .,Communication,4,"['interpersonal skills', 'active listening', 'clear expression']","['information exchange', 'conflict management', 'relationship building.']",ESCO.1170,0.8632117258438406
14053132993456,this course comprises the integration of critical reading and academic writing skills . successful completion of this intervention if taught at the upper ( exit ) level fulfills tsi requirements for reading and/or writing .,"locate explicit textual information , draw complex inferences , and describe , analyze , and evaluate the information within and across multiple texts of varying length . comprehend and use vocabulary effectively in oral communication , reading , and writing . identify and analyze the audience , purpose , and message across a variety of texts . describe and apply insights gained from reading and writing a variety of texts . compose a variety of texts that demonstrate reading comprehension , clear focus , logical development of ideas , and use of appropriate language that advance the writerâs purpose . determine and use effective approaches and rhetorical strategies for given reading and writing situations . generate ideas and gather information relevant to the topic and purpose , incorporating the ideas and words of other writers in student writing using established strategies . evaluate relevance and quality of ideas and information in recognizing , formulating , and developing a claim . develop and use effective reading and revision strategies to strengthen the writerâs ability to compose college - level writing assignments . recognize and apply the conventions of standard english in reading and writing .",Communication,3,"['oral communication', 'written communication', 'audience awareness', 'purpose identification', 'message construction']","['information presentation', 'discussion participation', 'collaboration', 'report delivery.']",ESCO.1170,0.8632117258438406
5411658800045,"introduces basic human communication principles and theories embedded in a variety of contexts including interpersonal , small group , and public speaking .","apply the principles of human communication including : perception , verbal communication , nonverbal communication , listening , and audience analysis . demonstrate how to establish and maintain relationships through the use of interpersonal communication . apply small group communication skills including : problem solving , group roles , leadership styles , and cohesiveness . develop , research , organize , and deliver formal public speeches . recognize how to communicate within diverse environments . demonstrate understanding of the relevance of cross - cultural , co - cultural , gender , and age influences on human communication . effectively apply communication theories in the analysis and evaluation of communication interactions . effectively participates in dyadic and/or group interactions .",Nonverbal Communication,3,"['body language', 'facial expressions', 'gestures']","['active listening', 'cultural sensitivity', 'conveying emotions.']",ESCO.1170,0.8508761763616527
11982958774840,an introductory course covering basic concepts and methods of artificial intelligence . the course assumes knowledge of logic and probability theory at the undergraduate level .,,Communication,3,"['presentation skills', 'report writing', 'technical writing']","['discussion', 'summarizing', 'explanation.']",ESCO.1170,0.8632117258438406
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Psychology principles,3,"['research concepts', 'scientific method', 'social behavior']","['critically analyze', 'apply principles', 'enhance understanding.']",ESCO.4335,0.8502083956351754
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Psychology principles,3,"['research concepts', 'scientific method', 'social behavior']","['critically analyze', 'apply principles', 'enhance understanding.']",ESCO.6433,0.8740643615326301
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Biological perspectives,3,"['neuroscience', 'behavior', 'cognition']","['analyze behavior', 'relate biology', 'understand cognition.']",ESCO.5414,0.8584243012903707
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Biological perspectives,3,"['neuroscience', 'behavior', 'cognition']","['analyze behavior', 'relate biology', 'understand cognition.']",ESCO.10093,0.8570916789864196
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Cognitive perspectives,3,"['sensation', 'perception', 'learning']","['interpret information', 'analyze thinking', 'solve problems.']",ESCO.2067,0.8649686615962964
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Cognitive perspectives,3,"['sensation', 'perception', 'learning']","['interpret information', 'analyze thinking', 'solve problems.']",ESCO.10093,0.857954273765767
8847632648125,"a survey of the basic principles , research concepts , and problems in psychological science . the biological , cognitive , and social perspectives of human thought and behavior are addressed . the goal is to apply major concepts and use the scientific method to enhance the understanding of individual , community , and organizational life experiences . topics include neuroscience , sensation and perception , learning and conditioning , memory , motivation , language and intelligence , personality and social behavior , and psychopathology and therapy . applications of psychology are also presented .","apply major concepts , theoretical perspectives , empirical findings , and historical trends in psychology . to support critical thinking in distinguishing valid evidence from common misconceptions . apply psychological principles to enhance the understanding of individual , community , and organizational life experiences .",Cognitive perspectives,3,"['sensation', 'perception', 'learning']","['interpret information', 'analyze thinking', 'solve problems.']",ESCO.12156,0.8661592053954381
137438979250,"this module is designed to provide an introduction to financial accounting , corporate finance and financial management of organisations . the module is intended for students from any academic discipline who have an interest in accounting and finance as an adjunct to their principle area of study .","the importance of capital structure and dividend policy decisions ; . cost analysis in the context of short and long term decision making and the use of discounted cash flow analysis ; . financial strategy including capital structure , dividend policy and corporate governance of firms . appraise the role financial strategy within the business model of a firm ; . understand the role of accounting information in the collection , collation , decision making and analysis of business performance ; . show awareness of the different sources of business finance and the range of financial instruments , and how they are incorporated in a business ’s capital structure . evaluate the competing theories on the roles of dividend policy and the debt - equity mix in the determination of firm value ; . evaluate the processes by which the value of both real and financial assets can be estimated ; . apply real options capital investment appraisal to simple examples ; . benefit from improved skills in learning , problem solving , numeracy , written communication and self- management .",Communication,3,"['written communication', 'presentation skills', 'active listening']","['report writing', 'data presentation', 'stakeholder engagement.']",ESCO.1170,0.8632117258438406
15547781624154,"public relations planning and campaigns is an advanced course that represents a capstone to required study in public relations for undergraduates . in this course , you will focus on a structured approach to organizational problem solving . you will conduct research , set goals and objectives , articulate strategies and tactics , identify target publics and supervise activities so that they contribute to organizational success in a measurable way . this course is intended to provide you with a comprehensive experience in developing a solution to a public relations problem . it is seen as the department ’s “ time to leave the nest ” course for public relations students . you will apply skills and knowledge gained in previous courses and you will enhance your ability to make and defend public relations decisions and communicate these decisions in a professional manner .","acquire skills in working with others as a member of a team . develop specific skills , competencies and points of views needed by public relations practitioners . learn how to find and use resources for answering questions or solving problems . appreciate the role of research in the development of a public relations plan . design a public relations plan for implementation . evaluate the productivity and profitability of public relations plan .",public relations planning,4,"['communication strategies', 'target audience analysis', 'problem-solving approaches']","['plan development', 'implementation execution', 'measuring results.']",ESCO.23,0.895970464170968
15547781624154,"public relations planning and campaigns is an advanced course that represents a capstone to required study in public relations for undergraduates . in this course , you will focus on a structured approach to organizational problem solving . you will conduct research , set goals and objectives , articulate strategies and tactics , identify target publics and supervise activities so that they contribute to organizational success in a measurable way . this course is intended to provide you with a comprehensive experience in developing a solution to a public relations problem . it is seen as the department ’s “ time to leave the nest ” course for public relations students . you will apply skills and knowledge gained in previous courses and you will enhance your ability to make and defend public relations decisions and communicate these decisions in a professional manner .","acquire skills in working with others as a member of a team . develop specific skills , competencies and points of views needed by public relations practitioners . learn how to find and use resources for answering questions or solving problems . appreciate the role of research in the development of a public relations plan . design a public relations plan for implementation . evaluate the productivity and profitability of public relations plan .",public relations planning,4,"['communication strategies', 'target audience analysis', 'problem-solving approaches']","['plan development', 'implementation execution', 'measuring results.']",ESCO.472,0.8670550797913065
15547781624154,"public relations planning and campaigns is an advanced course that represents a capstone to required study in public relations for undergraduates . in this course , you will focus on a structured approach to organizational problem solving . you will conduct research , set goals and objectives , articulate strategies and tactics , identify target publics and supervise activities so that they contribute to organizational success in a measurable way . this course is intended to provide you with a comprehensive experience in developing a solution to a public relations problem . it is seen as the department ’s “ time to leave the nest ” course for public relations students . you will apply skills and knowledge gained in previous courses and you will enhance your ability to make and defend public relations decisions and communicate these decisions in a professional manner .","acquire skills in working with others as a member of a team . develop specific skills , competencies and points of views needed by public relations practitioners . learn how to find and use resources for answering questions or solving problems . appreciate the role of research in the development of a public relations plan . design a public relations plan for implementation . evaluate the productivity and profitability of public relations plan .",public relations planning,4,"['communication strategies', 'target audience analysis', 'problem-solving approaches']","['plan development', 'implementation execution', 'measuring results.']",ESCO.660,0.8583869263598412
